timestamp,open,high,low,close,volume
2025-09-23 11:18:00,112760.3,112806.97,112722.78,112806.96,16.827469999999998
2025-09-23 11:20:00,112806.96,112828.63,112798.84,112821.78,12.90818
2025-09-23 11:22:00,112821.78,112882.51,112821.78,112854.79,18.68179
2025-09-23 11:24:00,112854.79,112872.46,112847.32,112847.32,7.29606
2025-09-23 11:26:00,112847.33,112849.21,112800.67,112828.63,8.181709999999999
2025-09-23 11:28:00,112828.63,112882.48,112828.62,112847.28,16.207250000000002
2025-09-23 11:30:00,112847.27,112879.43,112817.03,112878.77,11.22184
2025-09-23 11:32:00,112878.77,112906.12,112878.76,112891.09,10.55974
2025-09-23 11:34:00,112891.1,112924.0,112860.0,112924.0,13.3646
2025-09-23 11:36:00,112924.0,112934.48,112886.38,112886.38,9.63415
2025-09-23 11:38:00,112886.38,112949.99,112886.38,112949.98,8.13693
2025-09-23 11:40:00,112949.99,112993.68,112949.98,112993.68,9.99527
2025-09-23 11:42:00,112993.68,113033.37,112957.53,113033.37,12.66994
2025-09-23 11:44:00,113033.36,113081.35,113016.13,113016.13,24.45807
2025-09-23 11:46:00,113016.0,113018.84,112991.09,112991.1,5.468310000000001
2025-09-23 11:48:00,112991.09,112991.1,112956.0,112956.01,5.40786
2025-09-23 11:50:00,112956.01,112988.48,112947.85,112947.85,8.63018
2025-09-23 11:52:00,112947.85,112947.86,112934.47,112942.94,4.77483
2025-09-23 11:54:00,112942.94,112947.85,112942.94,112945.41,10.70603
2025-09-23 11:56:00,112945.42,112945.42,112905.0,112933.24,7.612220000000001
2025-09-23 11:58:00,112933.23,112976.0,112933.23,112975.99,6.74195
2025-09-23 12:00:00,112975.99,112976.0,112952.45,112973.09,7.13279
2025-09-23 12:02:00,112973.08,112975.9,112950.0,112953.76,9.39857
2025-09-23 12:04:00,112953.77,112997.09,112952.1,112972.71,9.32681
2025-09-23 12:06:00,112972.72,113008.4,112972.72,112980.01,9.663730000000001
2025-09-23 12:08:00,112980.01,112980.01,112900.08,112900.09,9.93006
2025-09-23 12:10:00,112900.09,112947.2,112873.45,112937.24,15.35471
2025-09-23 12:12:00,112937.24,112974.62,112925.43,112972.5,8.49628
2025-09-23 12:14:00,112972.5,113000.0,112972.49,112999.99,13.2342
2025-09-23 12:16:00,112999.98,113040.33,112983.22,113009.79,22.49609
2025-09-23 12:18:00,113009.78,113009.79,112960.0,112960.0,8.14049
2025-09-23 12:20:00,112960.01,112960.01,112891.49,112898.29,16.58481
2025-09-23 12:22:00,112898.29,112898.3,112834.47,112834.48,11.84765
2025-09-23 12:24:00,112834.47,112865.39,112834.47,112865.38,6.25652
2025-09-23 12:26:00,112865.39,112899.58,112865.39,112899.56,5.9105799999999995
2025-09-23 12:28:00,112899.57,112899.57,112852.0,112852.01,7.62929
2025-09-23 12:30:00,112852.01,112860.0,112811.4,112859.99,11.127099999999999
2025-09-23 12:32:00,112859.99,112911.58,112859.99,112911.58,16.91627
2025-09-23 12:34:00,112911.58,112911.58,112884.48,112907.07,8.46879
2025-09-23 12:36:00,112907.06,112920.0,112870.77,112883.39,12.13198
2025-09-23 12:38:00,112883.38,113004.0,112883.38,112961.88,32.74763
2025-09-23 12:40:00,112961.88,112961.88,112934.47,112934.48,3.77678
2025-09-23 12:42:00,112934.47,112979.64,112934.47,112979.64,7.64421
2025-09-23 12:44:00,112979.64,113040.33,112979.63,113023.83,23.70392
2025-09-23 12:46:00,113023.83,113035.55,113023.82,113032.41,4.72067
2025-09-23 12:48:00,113032.42,113049.9,112987.69,113006.02,13.082139999999999
2025-09-23 12:50:00,113006.02,113006.02,112959.81,112959.81,4.579840000000001
2025-09-23 12:52:00,112959.82,112975.1,112904.63,112975.09,12.99755
2025-09-23 12:54:00,112975.1,112975.1,112909.29,112909.29,14.976600000000001
2025-09-23 12:56:00,112909.29,112915.56,112866.07,112915.55,7.59382
2025-09-23 12:58:00,112915.56,112967.04,112915.56,112941.02,7.11949
2025-09-23 13:00:00,112941.01,112941.01,112889.33,112889.34,7.0948
2025-09-23 13:02:00,112889.34,112904.28,112880.11,112887.0,4.64251
2025-09-23 13:04:00,112887.0,112887.01,112840.71,112840.72,3.38372
2025-09-23 13:06:00,112840.71,112879.02,112840.71,112879.01,4.3059899999999995
2025-09-23 13:08:00,112879.02,112909.41,112879.01,112902.65,4.94664
2025-09-23 13:10:00,112902.65,112902.66,112891.3,112899.98,3.71741
2025-09-23 13:12:00,112899.99,112914.08,112899.98,112914.07,3.19511
2025-09-23 13:14:00,112914.08,112925.37,112896.13,112899.01,8.23842
2025-09-23 13:16:00,112899.02,112919.75,112892.02,112892.03,4.51857
2025-09-23 13:18:00,112892.02,112900.0,112892.02,112892.06,5.2963000000000005
2025-09-23 13:20:00,112892.07,112892.07,112865.57,112887.09,4.7842199999999995
2025-09-23 13:22:00,112887.1,112924.31,112887.09,112924.3,1.8546900000000002
2025-09-23 13:24:00,112924.31,112928.0,112897.2,112928.0,5.744949999999999
2025-09-23 13:26:00,112928.0,112953.62,112884.0,112945.12,11.31226
2025-09-23 13:28:00,112945.11,112945.12,112910.0,112910.01,4.46381
2025-09-23 13:30:00,112910.01,112926.13,112852.05,112874.56,11.48291
2025-09-23 13:32:00,112874.57,112988.41,112854.49,112978.86,12.147359999999999
2025-09-23 13:34:00,112978.86,113024.31,112942.57,112942.59,17.23586
2025-09-23 13:36:00,112942.58,113008.0,112838.58,112838.59,24.35489
2025-09-23 13:38:00,112838.58,112974.11,112838.58,112943.99,35.11407
2025-09-23 13:40:00,112944.0,112996.0,112810.63,112828.65,26.523249999999997
2025-09-23 13:42:00,112828.65,112847.29,112727.99,112741.5,19.04437
2025-09-23 13:44:00,112741.49,112836.91,112722.78,112733.56,37.554050000000004
2025-09-23 13:46:00,112733.57,112929.27,112733.57,112871.7,31.19734
2025-09-23 13:48:00,112871.71,112897.11,112841.87,112841.88,8.55415
2025-09-23 13:50:00,112841.88,112890.36,112770.03,112856.4,26.963230000000003
2025-09-23 13:52:00,112856.4,112923.2,112856.4,112880.0,11.2492
2025-09-23 13:54:00,112880.01,112880.02,112795.78,112828.63,38.24726
2025-09-23 13:56:00,112828.63,112970.13,112828.63,112951.95,29.74034
2025-09-23 13:58:00,112951.95,112974.94,112910.3,112952.31,19.12159
2025-09-23 14:00:00,112952.32,113025.56,112902.37,112995.04,17.71399
2025-09-23 14:02:00,112995.03,113025.55,112900.0,112942.34,17.68411
2025-09-23 14:04:00,112942.34,113116.9,112934.47,113102.94,35.089819999999996
2025-09-23 14:06:00,113102.94,113153.84,112990.37,112990.38,55.1359
2025-09-23 14:08:00,112990.38,113193.03,112990.37,113193.03,24.09858
2025-09-23 14:10:00,113193.02,113290.5,113123.66,113207.04,61.1536
2025-09-23 14:12:00,113207.04,113207.04,113040.32,113040.33,27.78966
2025-09-23 14:14:00,113040.32,113080.0,113000.0,113003.24,19.27441
2025-09-23 14:16:00,113003.23,113055.09,112988.24,112988.24,15.1476
2025-09-23 14:18:00,112988.25,112988.25,112914.27,112938.09,17.12507
2025-09-23 14:20:00,112938.09,112973.25,112826.49,112852.13,21.70094
2025-09-23 14:22:00,112852.14,112880.69,112828.62,112873.47,56.496129999999994
2025-09-23 14:24:00,112873.47,112880.69,112800.0,112816.01,21.34008
2025-09-23 14:26:00,112816.01,112844.0,112800.17,112804.94,6.9479500000000005
2025-09-23 14:28:00,112804.94,112831.55,112804.91,112814.87,9.1753
2025-09-23 14:30:00,112814.88,112831.55,112783.07,112812.47,16.915
2025-09-23 14:32:00,112812.47,112880.68,112805.13,112805.13,14.50394
2025-09-23 14:34:00,112805.14,112812.88,112616.93,112661.93,75.88227
2025-09-23 14:36:00,112661.94,112764.76,112616.93,112764.75,43.66889
2025-09-23 14:38:00,112764.76,112776.0,112689.51,112775.99,8.95028
