datetime,open,chain_detected
2020-01-23 13:00:00,31.35,0.0
2020-01-23 14:00:00,31.5,0.0
2020-01-23 15:00:00,31.8115,0.0
2020-01-23 16:00:00,31.885,0.0
2020-01-23 17:00:00,31.87,0.0
2020-01-23 18:00:00,31.86,0.0
2020-01-23 19:00:00,32.28,0.0
2020-01-23 20:00:00,32.39,0.0
2020-01-23 21:00:00,32.32,0.0
2020-01-23 23:00:00,32.25,0.0
2020-01-24 00:00:00,32.32,0.0
2020-01-24 12:00:00,32.27,0.0
2020-01-24 14:00:00,32.33,0.0
2020-01-24 15:00:00,32.08,0.0
2020-01-24 16:00:00,31.76,0.0
2020-01-24 17:00:00,31.46,0.0
2020-01-24 18:00:00,31.44,0.0
2020-01-24 19:00:00,31.36,0.0
2020-01-24 20:00:00,31.45,0.0
2020-01-24 21:00:00,31.57,0.0
2020-01-24 22:00:00,31.57,0.0
2020-01-25 00:00:00,31.6,0.0
2020-01-27 10:00:00,29.92,0.0
2020-01-27 11:00:00,30.19,0.0
2020-01-27 12:00:00,30.25,0.0
2020-01-27 13:00:00,30.3001,0.0
2020-01-27 14:00:00,29.83,0.0
2020-01-27 15:00:00,30.37,0.0
2020-01-27 16:00:00,30.31,0.0
2020-01-27 17:00:00,30.58,0.0
2020-01-27 18:00:00,30.515,0.0
2020-01-27 19:00:00,30.6,0.0
2020-01-27 20:00:00,30.435,0.0
2020-01-27 21:00:00,30.35,0.0
2020-01-27 23:00:00,30.33,0.0
2020-01-28 00:00:00,30.91,0.0
2020-01-28 12:00:00,30.74,0.0
2020-01-28 13:00:00,30.87,0.0
2020-01-28 14:00:00,30.63,0.0
2020-01-28 15:00:00,30.63,0.0
2020-01-28 16:00:00,30.925,0.0
2020-01-28 17:00:00,30.99,0.0
2020-01-28 18:00:00,31.055,0.0
2020-01-28 19:00:00,31.03,0.0
2020-01-28 20:00:00,31.11,0.0
2020-01-28 21:00:00,30.97,0.0
2020-01-28 22:00:00,30.97,0.0
2020-01-28 23:00:00,30.92,0.0
2020-01-29 00:00:00,30.62,0.0
2020-01-29 14:00:00,31.22,0.0
2020-01-29 15:00:00,31.41,0.0
2020-01-29 16:00:00,31.705,0.0
2020-01-29 17:00:00,31.555,0.0
2020-01-29 18:00:00,31.565,0.0
2020-01-29 19:00:00,31.645,0.0
2020-01-29 20:00:00,31.36,0.0
2020-01-29 21:00:00,31.27,0.0
2020-01-29 22:00:00,31.1,0.0
2020-01-30 12:00:00,30.26,0.0
2020-01-30 13:00:00,30.56,0.0
2020-01-30 14:00:00,30.68,0.0
2020-01-30 15:00:00,31.34,0.0
2020-01-30 16:00:00,31.075,0.0
2020-01-30 17:00:00,31.175,0.0
2020-01-30 18:00:00,30.825,0.0
2020-01-30 19:00:00,30.86,0.0
2020-01-30 20:00:00,31.07,0.0
2020-01-30 21:00:00,31.3,0.0
2020-01-30 22:00:00,30.6,0.0
2020-01-31 00:00:00,31.3,0.0
2020-01-31 13:00:00,31.0,0.0
2020-01-31 14:00:00,31.21,0.0
2020-01-31 15:00:00,30.97,0.0
2020-01-31 16:00:00,30.73,0.0
2020-01-31 17:00:00,30.79,0.0
2020-01-31 18:00:00,30.75,0.0
2020-01-31 19:00:00,30.73,0.0
2020-01-31 20:00:00,30.84,0.0
2020-01-31 21:00:00,31.07,0.0
2020-01-31 22:00:00,31.06,0.0
2020-02-03 13:00:00,31.06,0.0
2020-02-03 14:00:00,30.54,0.0
2020-02-03 15:00:00,31.515,0.0
2020-02-03 16:00:00,31.37,0.0
2020-02-03 17:00:00,31.255,0.0
2020-02-03 18:00:00,31.255,0.0
2020-02-03 19:00:00,31.295,0.0
2020-02-03 20:00:00,31.28,0.0
2020-02-03 21:00:00,31.21,0.0
2020-02-04 09:00:00,30.1,0.0
2020-02-04 11:00:00,30.77,0.0
2020-02-04 12:00:00,30.99,0.0
2020-02-04 13:00:00,30.85,0.0
2020-02-04 14:00:00,31.49,0.0
2020-02-04 15:00:00,31.99,0.0
2020-02-04 16:00:00,32.01,0.0
2020-02-04 17:00:00,31.985,0.0
2020-02-04 18:00:00,32.325,0.0
2020-02-04 19:00:00,32.39,0.0
2020-02-04 20:00:00,32.34,0.0
2020-02-04 21:00:00,32.25,0.0
2020-02-04 23:00:00,32.33,0.0
2020-02-05 00:00:00,32.05,0.0
2020-02-05 13:00:00,32.55,0.0
2020-02-05 14:00:00,32.79,0.0
2020-02-05 15:00:00,32.56,0.0
2020-02-05 16:00:00,32.58,0.0
2020-02-05 17:00:00,32.585,0.0
2020-02-05 18:00:00,32.495,0.0
2020-02-05 19:00:00,32.275,0.0
2020-02-05 20:00:00,32.3486,0.0
2020-02-05 21:00:00,32.37,0.0
2020-02-05 22:00:00,32.37,0.0
2020-02-06 13:00:00,32.46,0.0
2020-02-06 14:00:00,32.56,0.0
2020-02-06 15:00:00,32.67,0.0
2020-02-06 16:00:00,32.655,0.0
2020-02-06 17:00:00,32.64,0.0
2020-02-06 18:00:00,32.655,0.0
2020-02-06 19:00:00,32.62,0.0
2020-02-06 20:00:00,32.52,0.0
2020-02-06 21:00:00,32.48,0.0
2020-02-07 14:00:00,32.06,0.0
2020-02-07 15:00:00,31.66,0.0
2020-02-07 16:00:00,31.63,0.0
2020-02-07 17:00:00,31.73,0.0
2020-02-07 18:00:00,31.91,0.0
2020-02-07 19:00:00,31.57,0.0
2020-02-07 20:00:00,31.48,0.0
2020-02-07 21:00:00,31.45,0.0
2020-02-07 23:00:00,31.41,0.0
2020-02-08 00:00:00,31.37,0.0
2020-02-10 12:00:00,31.35,0.0
2020-02-10 13:00:00,31.4799,0.0
2020-02-10 14:00:00,31.29,0.0
2020-02-10 15:00:00,31.44,0.0
2020-02-10 16:00:00,31.505,0.0
2020-02-10 17:00:00,31.555,0.0
2020-02-10 18:00:00,31.7,0.0
2020-02-10 19:00:00,31.755,0.0
2020-02-10 20:00:00,32.0,0.0
2020-02-10 21:00:00,32.11,0.0
2020-02-10 23:00:00,32.19,0.0
2020-02-11 00:00:00,32.01,0.0
2020-02-11 14:00:00,32.46,0.0
2020-02-11 15:00:00,32.38,0.0
2020-02-11 16:00:00,32.78,0.0
2020-02-11 17:00:00,32.77,0.0
2020-02-11 18:00:00,32.77,0.0
2020-02-11 19:00:00,32.83,0.0
2020-02-11 20:00:00,32.76,0.0
2020-02-11 21:00:00,32.71,0.0
2020-02-12 13:00:00,32.97,0.0
2020-02-12 14:00:00,33.1,0.0
2020-02-12 15:00:00,33.515,0.0
2020-02-12 16:00:00,33.33,0.0
2020-02-12 17:00:00,33.425,0.0
2020-02-12 18:00:00,33.51,0.0
2020-02-12 19:00:00,33.63,0.0
2020-02-12 20:00:00,33.685,0.0
2020-02-12 21:00:00,33.66,0.0
2020-02-12 22:00:00,32.6,0.0
2020-02-12 23:00:00,32.54,0.0
2020-02-13 00:00:00,32.74,0.0
2020-02-13 10:00:00,32.1,0.0
2020-02-13 11:00:00,32.1,0.0
2020-02-13 12:00:00,32.09,0.0
2020-02-13 13:00:00,32.1,0.0
2020-02-13 14:00:00,32.87,0.0
2020-02-13 15:00:00,31.625,0.0
2020-02-13 16:00:00,31.99,0.0
2020-02-13 17:00:00,31.85,0.0
2020-02-13 18:00:00,32.01,0.0
2020-02-13 19:00:00,32.02,0.0
2020-02-13 20:00:00,31.91,0.0
2020-02-13 21:00:00,31.81,0.0
2020-02-13 22:00:00,31.8003,0.0
2020-02-14 00:00:00,31.8,0.0
2020-02-14 12:00:00,31.99,0.0
2020-02-14 13:00:00,32.23,0.0
2020-02-14 14:00:00,31.97,0.0
2020-02-14 15:00:00,31.405,0.0
2020-02-14 16:00:00,31.3,0.0
2020-02-14 17:00:00,31.175,0.0
2020-02-14 18:00:00,31.175,0.0
2020-02-14 19:00:00,31.085,0.0
2020-02-14 20:00:00,31.385,0.0
2020-02-14 21:00:00,31.41,0.0
2020-02-14 22:00:00,31.51,0.0
2020-02-18 12:00:00,31.71,0.0
2020-02-18 13:00:00,31.73,0.0
2020-02-18 14:00:00,31.67,0.0
2020-02-18 15:00:00,32.0,0.0
2020-02-18 16:00:00,31.99,0.0
2020-02-18 17:00:00,31.86,0.0
