datetime,open,chain_detected
2020-01-17 19:46:30,34.56,1.0
2020-01-17 19:47:00,34.53,1.0
2020-01-17 19:47:30,34.535,1.0
2020-01-17 19:48:00,34.54,1.0
2020-01-17 19:48:30,34.535,1.0
2020-01-17 19:49:00,34.53,1.0
2020-01-17 19:49:30,34.535,1.0
2020-01-17 19:50:00,34.54,1.0
2020-01-17 19:50:30,34.53,1.0
2020-01-17 19:51:00,34.53,1.0
2020-01-17 19:51:30,34.535,1.0
2020-01-17 19:52:00,34.535,1.0
2020-01-17 19:52:30,34.535,1.0
2020-01-17 19:53:00,34.53,1.0
2020-01-17 19:53:30,34.53,1.0
2020-01-17 19:54:00,34.535,1.0
2020-01-17 19:54:30,34.53,1.0
2020-01-17 19:55:00,34.53,1.0
2020-01-17 19:55:30,34.535,1.0
2020-01-17 19:56:00,34.535,1.0
2020-01-17 19:56:30,34.54,1.0
2020-01-17 19:57:00,34.53,1.0
2020-01-17 19:57:30,34.535,1.0
2020-01-17 19:58:00,34.54,1.0
2020-01-17 19:58:30,34.53,1.0
2020-01-17 19:59:00,34.53,1.0
2020-01-17 19:59:30,34.53,1.0
2020-01-17 20:00:00,34.535,1.0
2020-01-17 20:00:30,34.525,1.0
2020-01-17 20:01:00,34.52,1.0
2020-01-17 20:01:30,34.54,1.0
2020-01-17 20:02:00,34.545,1.0
2020-01-17 20:02:30,34.535,1.0
2020-01-17 20:03:00,34.53,1.0
2020-01-17 20:03:30,34.505,1.0
2020-01-17 20:04:00,34.5,1.0
2020-01-17 20:04:30,34.485,0.0
2020-01-17 20:05:00,34.485,0.0
2020-01-17 20:05:30,34.475,0.0
2020-01-17 20:06:00,34.47,0.0
2020-01-17 20:06:30,34.475,0.0
2020-01-17 20:07:00,34.475,0.0
2020-01-17 20:07:30,34.49,0.0
2020-01-17 20:08:00,34.47,0.0
2020-01-17 20:08:30,34.455,0.0
2020-01-17 20:09:00,34.45,0.0
2020-01-17 20:09:30,34.455,0.0
2020-01-17 20:10:00,34.455,0.0
2020-01-17 20:10:30,34.455,0.0
2020-01-17 20:11:00,34.455,0.0
2020-01-17 20:11:30,34.455,0.0
2020-01-17 20:12:00,34.47,0.0
2020-01-17 20:12:30,34.475,0.0
2020-01-17 20:13:00,34.46,0.0
2020-01-17 20:13:30,34.47,0.0
2020-01-17 20:14:00,34.47,0.0
2020-01-17 20:14:30,34.47,0.0
2020-01-17 20:15:00,34.465,0.0
2020-01-17 20:15:30,34.47,0.0
2020-01-17 20:16:00,34.49,0.0
2020-01-17 20:16:30,34.49,0.0
2020-01-17 20:17:00,34.5,0.0
2020-01-17 20:17:30,34.51,0.0
2020-01-17 20:18:00,34.52,0.0
2020-01-17 20:18:30,34.52,0.0
2020-01-17 20:19:00,34.52,0.0
2020-01-17 20:19:30,34.52,0.0
2020-01-17 20:20:00,34.515,0.0
2020-01-17 20:20:30,34.5125,0.0
2020-01-17 20:21:00,34.515,0.0
2020-01-17 20:21:30,34.5,0.0
2020-01-17 20:22:00,34.49,0.0
2020-01-17 20:22:30,34.48,0.0
2020-01-17 20:23:00,34.48,0.0
2020-01-17 20:23:30,34.48,0.0
2020-01-17 20:24:00,34.485,0.0
2020-01-17 20:24:30,34.48,0.0
2020-01-17 20:25:00,34.485,0.0
2020-01-17 20:25:30,34.485,0.0
2020-01-17 20:26:00,34.505,0.0
2020-01-17 20:26:30,34.505,0.0
2020-01-17 20:27:00,34.505,0.0
2020-01-17 20:27:30,34.505,0.0
2020-01-17 20:28:00,34.505,0.0
2020-01-17 20:28:30,34.5025,0.0
2020-01-17 20:29:00,34.505,0.0
2020-01-17 20:29:30,34.5,0.0
2020-01-17 20:30:00,34.5,0.0
2020-01-17 20:30:30,34.505,0.0
2020-01-17 20:31:00,34.52,1.0
2020-01-17 20:31:30,34.53,1.0
2020-01-17 20:32:00,34.525,1.0
2020-01-17 20:32:30,34.52,1.0
2020-01-17 20:33:00,34.525,1.0
2020-01-17 20:33:30,34.53,1.0
2020-01-17 20:34:00,34.525,1.0
2020-01-17 20:34:30,34.52,1.0
2020-01-17 20:35:00,34.515,1.0
2020-01-17 20:35:30,34.51,1.0
2020-01-17 20:36:00,34.515,1.0
2020-01-17 20:36:30,34.525,1.0
2020-01-17 20:37:00,34.525,1.0
2020-01-17 20:37:30,34.515,1.0
2020-01-17 20:38:00,34.515,1.0
2020-01-17 20:38:30,34.52,1.0
2020-01-17 20:39:00,34.52,1.0
2020-01-17 20:39:30,34.515,1.0
2020-01-17 20:40:00,34.515,1.0
2020-01-17 20:40:30,34.52,1.0
2020-01-17 20:41:00,34.52,1.0
2020-01-17 20:41:30,34.52,1.0
2020-01-17 20:42:00,34.52,1.0
2020-01-17 20:42:30,34.515,1.0
2020-01-17 20:43:00,34.515,1.0
2020-01-17 20:43:30,34.515,1.0
2020-01-17 20:44:00,34.51,1.0
2020-01-17 20:44:30,34.485,0.0
2020-01-17 20:45:00,34.485,0.0
2020-01-17 20:45:30,34.495,1.0
2020-01-17 20:46:00,34.495,1.0
2020-01-17 20:46:30,34.5,1.0
2020-01-17 20:47:00,34.5,1.0
2020-01-17 20:47:30,34.5,1.0
2020-01-17 20:48:00,34.5,1.0
2020-01-17 20:48:30,34.5,0.0
2020-01-17 20:49:00,34.5,1.0
2020-01-17 20:49:30,34.51,1.0
2020-01-17 20:50:00,34.505,1.0
2020-01-17 20:50:30,34.505,1.0
2020-01-17 20:51:00,34.5,1.0
2020-01-17 20:51:30,34.5,1.0
2020-01-17 20:52:00,34.51,1.0
2020-01-17 20:52:30,34.505,1.0
2020-01-17 20:53:00,34.51,1.0
2020-01-17 20:53:30,34.51,1.0
2020-01-17 20:54:00,34.51,1.0
2020-01-17 20:54:30,34.53,1.0
2020-01-17 20:55:00,34.55,0.0
2020-01-17 20:55:30,34.545,0.0
2020-01-17 20:56:00,34.535,0.0
2020-01-17 20:56:30,34.54,0.0
2020-01-17 20:57:00,34.525,0.0
2020-01-17 20:57:30,34.522,0.0
2020-01-17 20:58:00,34.515,0.0
2020-01-17 20:58:30,34.515,0.0
2020-01-17 20:59:00,34.51,0.0
2020-01-17 20:59:30,34.54,0.0
2020-01-17 21:00:30,34.54,0.0
2020-01-17 21:12:00,34.54,0.0
2020-01-17 21:15:30,34.54,0.0
2020-01-17 21:35:00,34.54,0.0
2020-01-21 12:00:00,33.52,0.0
2020-01-21 12:00:30,33.86,-1.0
2020-01-21 12:01:00,33.85,-1.0
2020-01-21 12:04:30,33.76,-1.0
2020-01-21 12:08:30,33.67,-1.0
2020-01-21 12:09:00,33.65,-1.0
2020-01-21 12:11:00,33.65,-1.0
2020-01-21 12:14:30,33.53,-1.0
2020-01-21 12:21:00,33.5,-1.0
2020-01-21 12:38:00,33.6,-1.0
2020-01-21 12:53:00,33.8,-1.0
2020-01-21 13:15:00,33.78,-1.0
2020-01-21 13:15:30,33.79,-1.0
2020-01-21 13:35:30,33.85,-1.0
2020-01-21 13:38:30,33.8,-1.0
2020-01-21 13:40:00,33.79,-1.0
2020-01-21 13:43:30,33.79,-1.0
2020-01-21 13:46:30,33.66,-1.0
2020-01-21 14:19:00,33.8,-1.0
2020-01-21 14:28:00,33.71,-1.0
2020-01-21 14:29:30,33.65,-1.0
2020-01-21 14:30:00,33.85,-1.0
2020-01-21 14:30:30,33.64,-1.0
2020-01-21 14:31:00,33.5,-1.0
2020-01-21 14:31:30,33.6,-1.0
2020-01-21 14:32:00,33.57,-1.0
2020-01-21 14:32:30,33.45,-1.0
2020-01-21 14:33:00,33.42,-1.0
2020-01-21 14:33:30,33.47,-1.0
2020-01-21 14:34:00,33.5,-1.0
2020-01-21 14:34:30,33.52,-1.0
2020-01-21 14:35:00,33.535,-1.0
2020-01-21 14:35:30,33.53,-1.0
2020-01-21 14:36:00,33.45,-1.0
2020-01-21 14:36:30,33.39,-1.0
2020-01-21 14:37:00,33.35,-1.0
2020-01-21 14:37:30,33.28,-1.0
2020-01-21 14:38:00,33.315,-1.0
2020-01-21 14:38:30,33.315,-1.0
2020-01-21 14:39:00,33.275,-1.0
2020-01-21 14:39:30,33.15,-1.0
2020-01-21 14:40:00,33.075,-1.0
2020-01-21 14:40:30,33.07,-1.0
2020-01-21 14:41:00,33.15,-1.0
2020-01-21 14:41:30,33.13,-1.0
2020-01-21 14:42:00,33.11,-1.0
2020-01-21 14:42:30,33.1,-1.0
2020-01-21 14:43:00,33.125,-1.0
2020-01-21 14:43:30,33.22,-1.0
2020-01-21 14:44:00,33.31,-1.0
2020-01-21 14:44:30,33.34,-1.0
2020-01-21 14:45:00,33.35,-1.0
2020-01-21 14:45:30,33.335,-1.0
2020-01-21 14:46:00,33.32,-1.0
2020-01-21 14:46:30,33.29,-1.0
2020-01-21 14:47:00,33.285,-1.0
2020-01-21 14:47:30,33.38,-1.0
2020-01-21 14:48:00,33.445,-1.0
2020-01-21 14:48:30,33.48,-1.0
2020-01-21 14:49:00,33.59,-1.0
2020-01-21 14:49:30,33.53,-1.0
2020-01-21 14:50:00,33.55,-1.0
2020-01-21 14:50:30,33.45,-1.0
2020-01-21 14:51:00,33.48,-1.0
2020-01-21 14:51:30,33.46,-1.0
2020-01-21 14:52:00,33.495,-1.0
2020-01-21 14:52:30,33.53,-1.0
2020-01-21 14:53:00,33.57,-1.0
2020-01-21 14:53:30,33.48,-1.0
2020-01-21 14:54:00,33.435,-1.0
2020-01-21 14:54:30,33.45,-1.0
2020-01-21 14:55:00,33.43,-1.0
2020-01-21 14:55:30,33.44,-1.0
2020-01-21 14:56:00,33.46,-1.0
2020-01-21 14:56:30,33.44,-1.0
2020-01-21 14:57:00,33.47,-1.0
2020-01-21 14:57:30,33.52,-1.0
2020-01-21 14:58:00,33.485,-1.0
2020-01-21 14:58:30,33.465,-1.0
2020-01-21 14:59:00,33.49,-1.0
2020-01-21 14:59:30,33.46,-1.0
2020-01-21 15:00:00,33.45,-1.0
2020-01-21 15:00:30,33.4,-1.0
2020-01-21 15:01:00,33.41,-1.0
2020-01-21 15:01:30,33.41,-1.0
2020-01-21 15:02:00,33.42,-1.0
2020-01-21 15:02:30,33.39,-1.0
2020-01-21 15:03:00,33.4,-1.0
2020-01-21 15:03:30,33.36,-1.0
2020-01-21 15:04:00,33.36,-1.0
2020-01-21 15:04:30,33.35,-1.0
2020-01-21 15:05:00,33.355,-1.0
2020-01-21 15:05:30,33.365,-1.0
2020-01-21 15:06:00,33.355,-1.0
2020-01-21 15:06:30,33.35,-1.0
2020-01-21 15:07:00,33.345,-1.0
2020-01-21 15:07:30,33.345,-1.0
2020-01-21 15:08:00,33.33,-1.0
2020-01-21 15:08:30,33.36,-1.0
2020-01-21 15:09:00,33.37,-1.0
2020-01-21 15:09:30,33.365,-1.0
2020-01-21 15:10:00,33.4,-1.0
2020-01-21 15:10:30,33.405,-1.0
2020-01-21 15:11:00,33.4,-1.0
2020-01-21 15:11:30,33.415,-1.0
2020-01-21 15:12:00,33.425,-1.0
2020-01-21 15:12:30,33.41,-1.0
2020-01-21 15:13:00,33.395,-1.0
2020-01-21 15:13:30,33.415,-1.0
2020-01-21 15:14:00,33.395,-1.0
2020-01-21 15:14:30,33.4,-1.0
2020-01-21 15:15:00,33.395,-1.0
2020-01-21 15:15:30,33.37,-1.0
2020-01-21 15:16:00,33.3201,-1.0
2020-01-21 15:16:30,33.31,-1.0
2020-01-21 15:17:00,33.27,-1.0
2020-01-21 15:17:30,33.26,-1.0
2020-01-21 15:18:00,33.255,-1.0
