datetime,chain_detected
2025-04-02 15:43:47,1.0
2025-04-02 15:44:08,1.0
2025-04-02 15:45:29,1.0
2025-04-02 15:45:41,1.0
2025-04-02 15:45:50,1.0
2025-04-02 15:45:53,1.0
2025-04-02 15:45:59,1.0
2025-04-02 15:46:02,1.0
2025-04-02 15:46:08,1.0
2025-04-02 15:46:11,1.0
2025-04-02 15:46:14,1.0
2025-04-02 15:46:17,1.0
2025-04-02 15:46:20,1.0
2025-04-02 15:46:23,1.0
2025-04-02 15:46:29,1.0
2025-04-02 15:46:35,1.0
2025-04-02 15:46:41,1.0
2025-04-02 15:46:44,1.0
2025-04-02 15:46:47,1.0
2025-04-02 15:46:50,1.0
2025-04-02 15:46:53,1.0
2025-04-02 15:46:56,1.0
2025-04-02 15:46:59,1.0
2025-04-02 15:47:02,1.0
2025-04-02 15:47:08,1.0
2025-04-02 15:47:11,1.0
2025-04-02 15:47:17,1.0
2025-04-02 15:47:29,1.0
2025-04-02 15:47:44,1.0
2025-04-02 15:47:59,1.0
2025-04-02 15:48:02,1.0
2025-04-02 15:48:05,1.0
2025-04-02 15:48:11,1.0
2025-04-02 15:48:41,1.0
2025-04-02 15:48:44,1.0
2025-04-02 15:48:47,1.0
2025-04-02 15:49:05,1.0
2025-04-02 15:49:14,1.0
2025-04-02 15:49:17,1.0
2025-04-02 15:49:20,1.0
2025-04-02 15:49:26,1.0
2025-04-02 15:49:38,1.0
2025-04-02 15:49:41,1.0
2025-04-02 15:49:50,1.0
2025-04-02 15:49:53,1.0
2025-04-02 15:49:56,1.0
2025-04-02 15:51:23,1.0
2025-04-02 15:51:29,1.0
2025-04-02 15:51:32,1.0
2025-04-02 15:51:35,1.0
2025-04-02 15:51:38,1.0
2025-04-02 15:51:50,1.0
2025-04-02 15:51:53,1.0
2025-04-02 15:52:08,1.0
2025-04-02 15:52:17,1.0
2025-04-02 15:52:20,1.0
2025-04-02 15:52:23,1.0
2025-04-02 15:52:26,1.0
2025-04-02 15:52:29,1.0
2025-04-02 15:52:32,1.0
2025-04-02 15:52:38,1.0
2025-04-02 15:52:41,1.0
2025-04-02 15:52:50,1.0
2025-04-02 15:52:53,1.0
2025-04-02 15:52:56,1.0
2025-04-02 15:53:05,1.0
2025-04-02 15:53:08,1.0
2025-04-02 15:53:17,1.0
2025-04-02 15:53:20,1.0
2025-04-02 15:53:23,1.0
2025-04-02 15:54:05,1.0
2025-04-02 15:54:14,1.0
2025-04-02 15:54:38,1.0
2025-04-02 15:55:08,1.0
2025-04-02 15:55:11,1.0
2025-04-02 15:55:14,1.0
2025-04-02 15:55:17,1.0
2025-04-02 15:55:23,1.0
2025-04-02 15:55:26,1.0
2025-04-02 15:55:29,1.0
2025-04-02 15:55:32,1.0
2025-04-02 15:55:41,1.0
2025-04-02 15:55:47,1.0
2025-04-02 15:55:50,1.0
2025-04-02 15:56:08,1.0
2025-04-02 15:56:14,1.0
2025-04-02 15:56:26,1.0
2025-04-02 15:56:29,1.0
2025-04-02 15:56:44,1.0
2025-04-02 15:56:50,1.0
2025-04-02 15:57:02,1.0
2025-04-02 15:57:11,1.0
2025-04-02 15:57:14,1.0
2025-04-02 15:57:17,1.0
2025-04-02 15:57:20,1.0
2025-04-02 15:57:23,1.0
2025-04-02 15:57:32,1.0
2025-04-02 15:57:38,1.0
2025-04-02 15:57:44,1.0
2025-04-02 15:57:53,1.0
2025-04-02 15:58:02,1.0
2025-04-02 15:58:05,1.0
2025-04-02 16:08:59,-1.0
2025-04-02 16:11:20,-1.0
2025-04-02 16:11:23,-1.0
2025-04-02 16:11:26,-1.0
2025-04-02 16:11:29,-1.0
2025-04-02 16:11:32,-1.0
2025-04-02 16:11:35,-1.0
2025-04-02 16:11:38,-1.0
2025-04-02 16:11:41,-1.0
2025-04-02 16:11:44,-1.0
2025-04-02 16:11:47,-1.0
