datetime,chain_detected
2025-10-20 22:59:30,0
2025-10-20 23:00:45,0
2025-10-20 23:01:15,0
2025-10-20 23:03:45,0
2025-10-20 23:04:15,0
2025-10-20 23:04:45,0
2025-10-20 23:05:45,0
2025-10-20 23:07:00,0
2025-10-20 23:07:30,0
2025-10-20 23:08:45,0
2025-10-20 23:10:30,0
2025-10-20 23:12:45,0
2025-10-20 23:14:00,0
2025-10-20 23:14:45,0
2025-10-20 23:16:15,0
2025-10-20 23:18:15,0
2025-10-20 23:18:45,0
2025-10-20 23:19:00,0
2025-10-20 23:22:30,0
2025-10-20 23:22:45,0
2025-10-20 23:23:45,0
2025-10-20 23:24:15,0
2025-10-20 23:25:15,0
2025-10-20 23:26:15,0
2025-10-20 23:27:30,0
2025-10-20 23:28:00,0
2025-10-20 23:30:15,0
2025-10-20 23:30:30,0
2025-10-20 23:31:30,0
2025-10-20 23:32:30,0
2025-10-20 23:33:00,0
2025-10-20 23:34:00,0
2025-10-20 23:34:45,0
2025-10-20 23:35:30,0
2025-10-20 23:36:00,0
2025-10-20 23:36:15,0
2025-10-20 23:39:15,0
2025-10-20 23:40:45,0
2025-10-20 23:42:30,0
2025-10-20 23:42:45,0
2025-10-20 23:43:00,0
2025-10-20 23:43:15,0
2025-10-20 23:43:45,0
2025-10-20 23:44:45,0
2025-10-20 23:45:00,0
2025-10-20 23:45:15,0
2025-10-20 23:45:45,0
2025-10-20 23:46:00,0
2025-10-20 23:46:30,0
2025-10-20 23:46:45,0
2025-10-20 23:47:30,0
2025-10-20 23:48:00,0
2025-10-20 23:48:15,0
2025-10-20 23:48:30,0
2025-10-20 23:49:15,0
2025-10-20 23:49:45,0
2025-10-20 23:50:30,0
2025-10-20 23:51:00,0
2025-10-20 23:51:30,0
2025-10-20 23:51:45,0
2025-10-20 23:52:30,0
2025-10-20 23:53:15,0
2025-10-20 23:53:45,0
2025-10-20 23:54:00,0
2025-10-20 23:54:15,0
2025-10-20 23:55:15,0
2025-10-20 23:55:30,0
2025-10-20 23:55:45,0
2025-10-20 23:56:15,0
2025-10-20 23:56:30,0
2025-10-20 23:57:15,0
2025-10-20 23:57:45,0
2025-10-20 23:58:00,0
2025-10-20 23:58:15,0
2025-10-20 23:58:30,0
2025-10-20 23:59:00,0
2025-10-20 23:59:30,0
2025-10-20 23:59:45,0
2025-10-21 08:00:00,0
2025-10-21 08:00:15,-1.0
2025-10-21 08:00:30,-1.0
2025-10-21 08:00:45,-1.0
2025-10-21 08:01:15,-1.0
2025-10-21 08:01:30,-1.0
2025-10-21 08:02:00,-1.0
2025-10-21 08:02:15,-1.0
2025-10-21 08:02:30,-1.0
2025-10-21 08:02:45,-1.0
2025-10-21 08:03:00,-1.0
2025-10-21 08:03:15,-1.0
2025-10-21 08:03:30,-1.0
2025-10-21 08:03:45,-1.0
2025-10-21 08:04:00,-1.0
2025-10-21 08:04:15,-1.0
2025-10-21 08:04:30,-1.0
2025-10-21 08:04:45,-1.0
2025-10-21 08:05:00,-1.0
2025-10-21 08:05:30,-1.0
2025-10-21 08:05:45,-1.0
2025-10-21 08:06:00,-1.0
2025-10-21 08:06:45,-1.0
2025-10-21 08:07:15,-1.0
2025-10-21 08:07:30,-1.0
2025-10-21 08:08:00,-1.0
2025-10-21 08:08:15,-1.0
2025-10-21 08:08:30,-1.0
2025-10-21 08:08:45,-1.0
2025-10-21 08:09:00,-1.0
2025-10-21 08:09:15,-1.0
2025-10-21 08:09:30,-1.0
2025-10-21 08:09:45,-1.0
2025-10-21 08:10:00,-1.0
2025-10-21 08:10:15,-1.0
2025-10-21 08:10:30,-1.0
2025-10-21 08:10:45,-1.0
2025-10-21 08:11:15,-1.0
2025-10-21 08:11:30,-1.0
2025-10-21 08:11:45,-1.0
2025-10-21 08:12:00,-1.0
2025-10-21 08:12:15,-1.0
2025-10-21 08:12:30,-1.0
2025-10-21 08:12:45,-1.0
2025-10-21 08:13:00,-1.0
2025-10-21 08:13:15,-1.0
2025-10-21 08:13:30,-1.0
2025-10-21 08:13:45,-1.0
2025-10-21 08:14:00,-1.0
2025-10-21 08:14:15,-1.0
2025-10-21 08:14:30,-1.0
2025-10-21 08:14:45,-1.0
2025-10-21 08:15:00,-1.0
2025-10-21 08:15:15,-1.0
2025-10-21 08:15:30,-1.0
2025-10-21 08:15:45,-1.0
2025-10-21 08:16:00,-1.0
2025-10-21 08:16:15,-1.0
2025-10-21 08:17:00,-1.0
2025-10-21 08:17:15,-1.0
2025-10-21 08:17:30,-1.0
2025-10-21 08:17:45,-1.0
2025-10-21 08:18:15,-1.0
2025-10-21 08:19:30,-1.0
2025-10-21 08:19:45,-1.0
2025-10-21 08:20:30,-1.0
2025-10-21 08:20:45,-1.0
2025-10-21 08:21:00,-1.0
2025-10-21 08:21:15,-1.0
2025-10-21 08:21:30,-1.0
