datetime,chain_detected
2022-05-05 14:40:00,-1.0
2022-05-05 14:42:00,-1.0
2022-05-05 14:44:00,-1.0
2022-05-05 14:46:00,-1.0
2022-05-05 14:48:00,-1.0
2022-05-05 14:50:00,-1.0
2022-05-05 14:52:00,-1.0
2022-05-05 14:54:00,-1.0
2022-05-05 14:56:00,-1.0
2022-05-05 14:58:00,-1.0
2022-05-05 15:00:00,-1.0
2022-05-05 15:02:00,-1.0
2022-05-05 15:04:00,-1.0
2022-05-05 15:06:00,-1.0
2022-05-05 15:08:00,-1.0
2022-05-05 15:10:00,-1.0
2022-05-05 15:12:00,-1.0
2022-05-05 15:14:00,-1.0
2022-05-05 15:16:00,-1.0
2022-05-05 15:18:00,-1.0
2022-05-05 15:20:00,-1.0
2022-05-05 15:22:00,-1.0
2022-05-05 15:24:00,-1.0
2022-05-05 15:26:00,-1.0
2022-05-05 15:28:00,-1.0
2022-05-05 15:30:00,-1.0
2022-05-05 15:32:00,-1.0
2022-05-05 15:34:00,-1.0
2022-05-05 15:36:00,-1.0
2022-05-05 15:38:00,-1.0
2022-05-05 15:40:00,-1.0
2022-05-05 15:42:00,-1.0
2022-05-05 15:44:00,-1.0
2022-05-05 15:46:00,-1.0
2022-05-05 15:48:00,-1.0
2022-05-05 15:50:00,-1.0
2022-05-05 15:52:00,-1.0
2022-05-05 15:54:00,-1.0
2022-05-05 15:56:00,-1.0
2022-05-05 15:58:00,-1.0
2022-05-05 16:00:00,-1.0
2022-05-05 16:02:00,-1.0
2022-05-05 16:04:00,-1.0
2022-05-05 16:06:00,-1.0
2022-05-05 16:08:00,-1.0
2022-05-05 16:10:00,-1.0
2022-05-05 16:12:00,-1.0
2022-05-05 16:14:00,-1.0
2022-05-05 16:16:00,-1.0
2022-05-05 16:18:00,-1.0
2022-05-05 16:20:00,-1.0
2022-05-05 16:22:00,-1.0
2022-05-05 16:24:00,-1.0
2022-05-05 16:26:00,-1.0
2022-05-05 16:28:00,-1.0
2022-05-05 16:30:00,-1.0
2022-05-05 16:32:00,-1.0
2022-05-05 16:34:00,-1.0
2022-05-05 16:36:00,-1.0
2022-05-05 16:38:00,-1.0
2022-05-05 16:40:00,-1.0
2022-05-05 16:42:00,-1.0
2022-05-05 16:44:00,-1.0
2022-05-05 16:46:00,-1.0
2022-05-05 16:48:00,-1.0
2022-05-05 16:50:00,-1.0
2022-05-05 16:52:00,-1.0
2022-05-05 16:54:00,-1.0
2022-05-05 16:56:00,-1.0
2022-05-05 16:58:00,-1.0
2022-05-05 17:00:00,-1.0
2022-05-05 17:02:00,-1.0
2022-05-05 17:04:00,-1.0
2022-05-05 17:06:00,-1.0
2022-05-05 17:08:00,-1.0
2022-05-05 17:10:00,-1.0
2022-05-05 17:12:00,-1.0
2022-05-05 17:14:00,-1.0
2022-05-05 17:16:00,-1.0
2022-05-05 17:18:00,-1.0
2022-05-05 17:20:00,-1.0
2022-05-05 17:22:00,-1.0
2022-05-05 17:24:00,-1.0
2022-05-05 17:26:00,-1.0
2022-05-05 17:28:00,-1.0
2022-05-05 17:30:00,-1.0
2022-05-05 17:32:00,-1.0
2022-05-05 17:34:00,-1.0
2022-05-05 17:36:00,-1.0
2022-05-05 17:38:00,-1.0
2022-05-05 17:40:00,-1.0
2022-05-05 17:42:00,-1.0
2022-05-05 17:44:00,-1.0
2022-05-05 17:46:00,-1.0
2022-05-05 17:48:00,-1.0
2022-05-05 17:50:00,-1.0
2022-05-05 17:52:00,-1.0
2022-05-05 17:54:00,-1.0
2022-05-05 17:56:00,-1.0
2022-05-05 17:58:00,-1.0
2022-05-05 18:00:00,-1.0
2022-05-05 18:02:00,-1.0
2022-05-05 18:04:00,-1.0
2022-05-05 18:06:00,-1.0
2022-05-05 18:08:00,-1.0
2022-05-05 18:10:00,-1.0
2022-05-05 18:12:00,-1.0
2022-05-05 18:14:00,-1.0
2022-05-05 18:16:00,-1.0
2022-05-05 18:18:00,-1.0
2022-05-05 18:20:00,-1.0
2022-05-05 18:22:00,-1.0
2022-05-05 18:24:00,-1.0
2022-05-05 18:26:00,-1.0
2022-05-05 18:28:00,-1.0
2022-05-05 18:30:00,-1.0
2022-05-05 18:32:00,-1.0
2022-05-05 18:34:00,-1.0
2022-05-05 18:36:00,-1.0
