datetime,open,high,low,close
2025-04-02 14:00:00,564.08,564.08,563.84,563.86
2025-04-02 14:00:01,563.87,563.985,563.87,563.94
2025-04-02 14:00:02,563.96,564.04,563.96,564.025
2025-04-02 14:00:03,564.05,564.06,563.96,564.01
2025-04-02 14:00:04,564.04,564.04,564.0,564.01
2025-04-02 14:00:05,564.0,564.015,563.96,564.0
2025-04-02 14:00:06,564.0,564.11,563.975,564.11
2025-04-02 14:00:07,564.11,564.11,564.075,564.075
2025-04-02 14:00:08,564.0788,564.095,564.06,564.095
2025-04-02 14:00:09,563.9975,564.095,563.9975,564.0912
2025-04-02 14:00:10,564.085,564.12,564.03,564.11
2025-04-02 14:00:11,564.118,564.118,564.05,564.05
2025-04-02 14:00:12,564.0412,564.1062,564.01,564.05
2025-04-02 14:00:13,564.03,564.12,563.99,563.99
2025-04-02 14:00:14,564.055,564.08,564.01,564.07
2025-04-02 14:00:15,564.08,564.11,564.02,564.1076
2025-04-02 14:00:16,564.09,564.09,564.07,564.07
2025-04-02 14:00:17,564.06,564.06,564.03,564.0489
2025-04-02 14:00:18,564.0443,564.0443,564.0443,564.0443
2025-04-02 14:00:19,564.04,564.05,564.04,564.04
2025-04-02 14:00:20,564.03,564.03,564.02,564.03
2025-04-02 14:00:21,564.0589,564.0589,564.0408,564.0408
2025-04-02 14:00:22,564.07,564.11,564.07,564.08
2025-04-02 14:00:23,564.07,564.07,564.06,564.06
2025-04-02 14:00:24,564.08,564.08,564.055,564.06
2025-04-02 14:00:25,564.05,564.06,564.04,564.04
2025-04-02 14:00:26,564.05,564.0588,564.05,564.0588
2025-04-02 14:00:27,564.0407,564.0407,564.0407,564.0407
2025-04-02 14:00:28,564.05,564.06,563.6223,563.6223
2025-04-02 14:00:29,564.04,564.04,563.96,563.96
2025-04-02 14:00:30,563.97,563.97,563.919,563.919
2025-04-02 14:00:31,563.92,564.0066,563.92,563.99
2025-04-02 14:00:32,563.985,564.037879,563.98,564.037879
2025-04-02 14:00:33,563.9881,564.0056,563.955,563.955
2025-04-02 14:00:34,563.96,564.007576,563.88,563.8801
2025-04-02 14:00:35,563.9,563.92,563.88,563.88
2025-04-02 14:00:36,563.88,563.9188,563.81,563.88
2025-04-02 14:00:37,563.83,564.0,563.83,563.86
2025-04-02 14:00:38,563.79,563.9986,563.79,563.79
2025-04-02 14:00:39,563.78,563.86,563.78,563.84
2025-04-02 14:00:40,563.78,563.87,563.78,563.85
2025-04-02 14:00:41,563.86,563.86,563.79,563.8209
2025-04-02 14:00:42,563.815,563.82,563.76,563.76
2025-04-02 14:00:43,563.76,563.7688,563.73,563.75
2025-04-02 14:00:44,563.69,563.8,563.69,563.7851
2025-04-02 14:00:45,563.77,563.81,563.77,563.81
2025-04-02 14:00:46,563.8,563.837,563.7693,563.815
2025-04-02 14:00:47,563.83,563.83,563.81,563.825
2025-04-02 14:00:48,563.82,563.9263,563.71,563.7851
2025-04-02 14:00:49,563.79,563.79,563.76,563.76
2025-04-02 14:00:50,563.71,563.79,563.71,563.78
2025-04-02 14:00:51,563.8,563.8198,563.781,563.8198
2025-04-02 14:00:52,563.825,563.83,563.75,563.81
2025-04-02 14:00:53,563.825,563.83,563.75,563.81
2025-04-02 14:00:54,563.8098,563.82,563.78,563.78
2025-04-02 14:00:55,563.77,563.9151,563.75,563.8
2025-04-02 14:00:56,563.72,563.8,563.72,563.7988
2025-04-02 14:00:57,563.78,563.84,563.78,563.84
2025-04-02 14:00:58,563.835,563.859,563.835,563.859
2025-04-02 14:00:59,563.8499,563.88,563.8499,563.88
2025-04-02 14:01:00,563.8688,563.8688,563.82,563.83
2025-04-02 14:01:01,563.835,563.99,563.8049,563.98
2025-04-02 14:01:02,563.9879,563.99,563.91,563.92
2025-04-02 14:01:03,563.915,563.915,563.88,563.88
2025-04-02 14:01:04,563.8501,563.901806,563.78,563.79
2025-04-02 14:01:05,563.78,563.9624,563.78,563.8
2025-04-02 14:01:06,563.78,563.785,563.77,563.78
2025-04-02 14:01:07,563.78,563.7851,563.72,563.72
2025-04-02 14:01:08,563.72,563.72,563.64,563.64
2025-04-02 14:01:09,563.65,563.66,563.59,563.64
2025-04-02 14:01:10,563.59,563.69,563.59,563.6688
2025-04-02 14:01:11,563.657,563.71,563.64,563.71
2025-04-02 14:01:12,563.72,563.75,563.72,563.75
2025-04-02 14:01:13,563.7488,563.76,563.7488,563.76
2025-04-02 14:01:14,563.76,563.76,563.64,563.6447
2025-04-02 14:01:15,563.65,563.65,563.6,563.6
2025-04-02 14:01:16,563.635,563.66,563.625,563.66
2025-04-02 14:01:17,563.665,563.68,563.6501,563.68
2025-04-02 14:01:18,563.6772,563.71,563.6772,563.6808
2025-04-02 14:01:19,563.72,563.76,563.72,563.76
2025-04-02 14:01:20,563.73,563.76,563.73,563.76
2025-04-02 14:01:21,563.73,563.7336,563.73,563.7336
2025-04-02 14:01:22,563.74,563.76,563.74,563.7588
2025-04-02 14:01:23,563.75,563.795,563.7412,563.78
2025-04-02 14:01:24,563.765,563.765,563.72,563.72
2025-04-02 14:01:25,563.72,563.7288,563.71,563.7288
2025-04-02 14:01:26,563.72,563.725,563.72,563.725
2025-04-02 14:01:27,563.72,563.725,563.72,563.725
2025-04-02 14:01:28,563.73,563.73,563.73,563.73
2025-04-02 14:01:29,563.77,563.84,563.76,563.82
2025-04-02 14:01:30,563.83,563.83,563.81,563.82
2025-04-02 14:01:31,563.84,563.9315,563.82,563.9309
2025-04-02 14:01:32,563.82,563.82,563.82,563.82
2025-04-02 14:01:33,563.84,563.9586,563.84,563.9586
2025-04-02 14:01:34,563.95,563.95,563.92,563.935
2025-04-02 14:01:35,563.95,563.95,563.9,563.9
2025-04-02 14:01:36,563.895,563.895,563.8501,563.8501
2025-04-02 14:01:37,563.85,563.85,563.82,563.8299
2025-04-02 14:01:38,563.83,563.9141,563.819,563.87
2025-04-02 14:01:39,563.89,563.975,563.89,563.975
2025-04-02 14:01:40,563.98,564.01,563.96,564.01
2025-04-02 14:01:41,564.01,564.0391,564.01,564.0188
2025-04-02 14:01:42,564.015,564.015,564.0,564.0
2025-04-02 14:01:43,564.02,564.07,564.02,564.07
2025-04-02 14:01:44,564.04,564.06,564.04,564.06
2025-04-02 14:01:45,564.03,564.03,564.03,564.03
2025-04-02 14:01:46,564.05,564.07,564.03,564.0675
2025-04-02 14:01:47,564.06,564.0699,564.04,564.0401
2025-04-02 14:01:48,564.04,564.05,563.99,563.995
2025-04-02 14:01:49,563.8266,564.02,563.8266,564.02
2025-04-02 14:01:50,564.0093,564.0093,563.9181,563.9181
2025-04-02 14:01:51,564.06,564.16,563.92,564.09
2025-04-02 14:01:52,564.08,564.1,564.06,564.08
2025-04-02 14:01:53,564.09,564.13,564.09,564.09
2025-04-02 14:01:54,564.1,564.12,564.0966,564.11
2025-04-02 14:01:55,564.11,564.11,564.045,564.09
2025-04-02 14:01:56,564.06,564.11,564.03,564.08
2025-04-02 14:01:57,564.08,564.08,564.05,564.05
2025-04-02 14:01:58,564.05,564.0583,564.05,564.05
2025-04-02 14:01:59,564.05,564.05,564.02,564.02
2025-04-02 14:02:00,564.03,564.08,564.03,564.0782
2025-04-02 14:02:01,564.0509,564.08,564.0509,564.0793
2025-04-02 14:02:02,564.08,564.11,564.0701,564.0701
2025-04-02 14:02:03,564.0882,564.0898,564.065,564.065
2025-04-02 14:02:04,564.066,564.066,564.0551,564.0551
2025-04-02 14:02:05,564.0507,564.07,564.0507,564.07
2025-04-02 14:02:06,564.06,564.09,564.0388,564.09
2025-04-02 14:02:07,564.1,564.11,564.0094,564.09
2025-04-02 14:02:08,564.0974,564.0991,564.08,564.08
2025-04-02 14:02:09,564.08,564.105,564.08,564.1
2025-04-02 14:02:10,564.09,564.09,564.0708,564.09
2025-04-02 14:02:11,564.08,564.08,563.9365,564.0307
2025-04-02 14:02:12,564.0492,564.0492,564.01,564.01
2025-04-02 14:02:13,564.0,564.02,564.0,564.0
2025-04-02 14:02:14,564.0232,564.0288,564.0,564.0
2025-04-02 14:02:15,564.0232,564.0288,564.0,564.0
2025-04-02 14:02:16,563.92,563.95,563.92,563.95
2025-04-02 14:02:17,563.97,564.05,563.9363,564.01
2025-04-02 14:02:18,563.97,564.05,563.9363,564.01
2025-04-02 14:02:19,564.0,564.0188,563.94,563.94
2025-04-02 14:02:20,563.91,563.93,563.91,563.93
2025-04-02 14:02:21,563.9387,563.95,563.92,563.935
2025-04-02 14:02:22,563.9586,563.9586,563.94,563.94
2025-04-02 14:02:23,563.94,563.9654,563.92,563.93
2025-04-02 14:02:24,563.9594,563.9594,563.94,563.94
2025-04-02 14:02:25,563.93,563.95,563.92,563.92
2025-04-02 14:02:26,563.9534,564.0,563.69,563.71
2025-04-02 14:02:27,563.73,563.9357,563.58,563.69
2025-04-02 14:02:28,563.6915,563.76,563.6915,563.76
2025-04-02 14:02:29,563.78,563.79,563.78,563.79
2025-04-02 14:02:30,563.775,563.775,563.74,563.765
2025-04-02 14:02:31,563.76,563.8,563.76,563.779
2025-04-02 14:02:32,563.76,563.9304,563.69,563.69
2025-04-02 14:02:33,563.6998,563.72,563.6998,563.705
2025-04-02 14:02:34,563.71,563.9284,563.71,563.725
2025-04-02 14:02:35,563.725,563.8693,563.725,563.73
2025-04-02 14:02:36,563.72,563.9279,563.72,563.74
2025-04-02 14:02:37,563.72,563.9279,563.72,563.74
2025-04-02 14:02:38,563.7688,563.9276,563.72,563.74
2025-04-02 14:02:39,563.72,563.72,563.72,563.72
2025-04-02 14:02:40,563.71,563.71,563.705,563.705
2025-04-02 14:02:41,563.7,563.73,563.69,563.7235
2025-04-02 14:02:42,563.7,563.73,563.69,563.7235
2025-04-02 14:02:43,563.74,563.76,563.74,563.7497
2025-04-02 14:02:44,563.739,563.74,563.71,563.7399
2025-04-02 14:02:45,563.71,563.765,563.71,563.765
2025-04-02 14:02:46,563.78,563.785,563.771,563.771
2025-04-02 14:02:47,563.785,563.9256,563.785,563.8
2025-04-02 14:02:48,563.7951,563.82,563.7951,563.82
2025-04-02 14:02:49,563.815,563.8299,563.8,563.825
2025-04-02 14:02:50,563.82,563.82,563.8,563.82
2025-04-02 14:02:51,563.82,563.84,563.82,563.84
2025-04-02 14:02:52,563.84,563.9425,563.84,563.9425
2025-04-02 14:02:53,563.9,563.9,563.9,563.9
2025-04-02 14:02:54,563.89,563.91,563.87,563.895
2025-04-02 14:02:55,563.91,563.93,563.88,563.88
2025-04-02 14:02:56,563.8974,563.9,563.87,563.899
2025-04-02 14:02:57,563.895,563.895,563.89,563.89
2025-04-02 14:02:58,563.89,563.89,563.88,563.89
2025-04-02 14:02:59,563.91,563.91,563.91,563.91
2025-04-02 14:03:00,563.92,563.93,563.88,563.905
2025-04-02 14:03:01,563.88,563.88,563.85,563.87
2025-04-02 14:03:02,563.8878,563.8899,563.875,563.875
2025-04-02 14:03:03,563.89,563.89,563.79,563.82
2025-04-02 14:03:04,563.81,563.8287,563.8,563.8
2025-04-02 14:03:05,563.8051,563.83,563.77,563.79
2025-04-02 14:03:06,563.810212,563.88,563.810212,563.88
2025-04-02 14:03:07,563.87,563.88,563.86,563.88
2025-04-02 14:03:08,563.89,563.9177,563.8224,563.9001
2025-04-02 14:03:09,563.9,563.93,563.9,563.93
2025-04-02 14:03:10,563.93,563.9387,563.92,563.92
2025-04-02 14:03:11,563.94,564.04,563.94,564.04
2025-04-02 14:03:12,564.04,564.07,564.04,564.07
2025-04-02 14:03:13,564.05,564.0668,564.05,564.0601
2025-04-02 14:03:14,564.05,564.05,564.04,564.05
2025-04-02 14:03:15,564.05,564.44,564.05,564.43
2025-04-02 14:03:16,564.43,564.45,564.042431,564.41
2025-04-02 14:03:17,564.4,564.44,564.3,564.31
2025-04-02 14:03:18,564.31,564.32,564.18,564.21
2025-04-02 14:03:19,564.19,564.21,564.07,564.11
2025-04-02 14:03:20,564.08,564.1,564.06,564.1
2025-04-02 14:03:21,564.1098,564.1601,564.07,564.08
2025-04-02 14:03:22,564.08,564.3018,564.08,564.09
2025-04-02 14:03:23,564.13,564.145,564.1,564.125
2025-04-02 14:03:24,564.13,564.13,564.05,564.0501
2025-04-02 14:03:25,564.0796,564.0796,563.93,563.96
2025-04-02 14:03:26,563.94,564.0669,563.93,564.015
2025-04-02 14:03:27,564.015,564.03,563.96,563.975
2025-04-02 14:03:28,564.0,564.0,563.97,563.97
2025-04-02 14:03:29,563.97,563.97,563.92,563.92
2025-04-02 14:03:30,563.91,563.95,563.9,563.95
2025-04-02 14:03:31,563.97,563.99,563.9294,563.9294
2025-04-02 14:03:32,563.93,563.9909,563.9,563.9
2025-04-02 14:03:33,563.91,563.91,563.825,563.8603
2025-04-02 14:03:34,563.88,563.9904,563.87,563.88
2025-04-02 14:03:35,563.9903,563.9903,563.8499,563.85
2025-04-02 14:03:36,563.86,563.86,563.8,563.82
2025-04-02 14:03:37,563.8,564.1498,563.77,563.8112
2025-04-02 14:03:38,563.85,563.991,563.85,563.991
2025-04-02 14:03:39,563.87,563.87,563.82,563.835
2025-04-02 14:03:40,563.85,563.85,563.82,563.8298
2025-04-02 14:03:41,563.82,563.83,563.75,563.75
