datetime,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2025-03-06 13:00:00,90102.02,90471.02,89450.06,89569.13,1518.79331,2025-03-06 13:59:59.999,136805140.3170433,348192,642.20006,57873711.3520047,0
2025-03-06 14:00:00,89569.13,90387.37,89117.68,89803.99,2999.48127,2025-03-06 14:59:59.999,268977930.4779312,608512,1569.04344,140699428.9251792,0
2025-03-06 15:00:00,89803.99,91457.03,89631.91,90820.69,2271.16246,2025-03-06 15:59:59.999,206182573.0041582,596952,1262.66862,114622987.0149044,0
2025-03-06 16:00:00,90820.69,91066.44,89220.0,89316.02,1916.09183,2025-03-06 16:59:59.999,172971580.6187649,498424,877.67665,79298569.1534744,0
2025-03-06 17:00:00,89316.03,89360.8,88007.19,88628.01,2520.88804,2025-03-06 17:59:59.999,223457406.7594184,453025,1147.33047,101689595.9506897,0
2025-03-06 18:00:00,88628.0,88965.18,88140.07,88428.41,1182.1183,2025-03-06 18:59:59.999,104698631.7958539,290432,603.20032,53433396.3281793,0
2025-03-06 19:00:00,88428.41,89395.83,87836.0,88526.18,1528.60773,2025-03-06 19:59:59.999,135299754.4496902,276296,747.46315,66179430.6071863,0
2025-03-06 20:00:00,88526.23,89370.46,88461.22,89045.44,1217.7098,2025-03-06 20:59:59.999,108357927.8203699,253132,655.36081,58322730.7680315,0
2025-03-06 21:00:00,89047.25,89940.0,88971.09,89939.0,1000.11785,2025-03-06 21:59:59.999,89445194.5868902,179484,590.2043,52779706.9633279,0
2025-03-06 22:00:00,89939.19,90781.2,89515.13,90313.66,1969.31411,2025-03-06 22:59:59.999,177799834.6831178,292290,1000.43639,90328803.3209505,0
2025-03-06 23:00:00,90313.66,90571.78,89889.24,89931.89,847.48773,2025-03-06 23:59:59.999,76498126.8605657,156626,386.21278,34876895.0651014,0
2025-03-07 00:00:00,89931.88,91283.02,84667.03,85529.22,9907.82883,2025-03-07 00:59:59.999,865087978.3881432,1074220,4573.90811,400003269.3911417,0
2025-03-07 01:00:00,85529.23,88983.8,85200.0,88263.85,5350.69975,2025-03-07 01:59:59.999,466357337.9114216,748228,2806.79777,244746698.6606227,0
2025-03-07 02:00:00,88263.84,88460.0,87235.0,87235.0,2042.75158,2025-03-07 02:59:59.999,179292134.1902974,407842,913.63978,80206922.4538069,0
2025-03-07 03:00:00,87235.01,87694.0,86778.57,86991.25,1392.05525,2025-03-07 03:59:59.999,121489417.2723071,296722,602.3733,52571540.1609746,0
2025-03-07 04:00:00,86991.26,87885.65,86857.14,87636.41,973.84984,2025-03-07 04:59:59.999,85169622.3291977,199037,580.34052,50754659.1503726,0
2025-03-07 05:00:00,87636.41,88450.0,87587.34,88221.21,1066.61425,2025-03-07 05:59:59.999,94014329.297273,223232,543.08353,47864232.1896856,0
2025-03-07 06:00:00,88221.21,88357.52,87801.47,88208.23,1036.79142,2025-03-07 06:59:59.999,91296781.1322608,175356,366.75819,32312308.7229604,0
2025-03-07 07:00:00,88208.23,88612.96,88100.36,88365.18,873.47903,2025-03-07 07:59:59.999,77180759.6144519,157753,555.65137,49097886.1392639,0
2025-03-07 08:00:00,88365.19,88486.65,87985.3,88365.78,731.44291,2025-03-07 08:59:59.999,64495481.2972079,162299,332.64103,29339810.3769469,0
2025-03-07 09:00:00,88365.77,89704.0,88357.55,88933.7,1315.00452,2025-03-07 09:59:59.999,117108139.6286533,242702,744.21553,66285698.9826182,0
2025-03-07 10:00:00,88933.71,89285.27,88740.73,89263.4,627.13976,2025-03-07 10:59:59.999,55852787.880192,133686,326.4173,29078065.4795672,0
2025-03-07 11:00:00,89263.41,89452.0,88821.97,88966.96,695.2888,2025-03-07 11:59:59.999,61956688.5230692,155826,331.83608,29571923.5098788,0
2025-03-07 12:00:00,88966.96,89320.98,88292.46,89051.13,1390.78884,2025-03-07 12:59:59.999,123520482.1893146,251947,641.97498,57025867.0922648,0
2025-03-07 13:00:00,89050.76,90346.13,88977.94,89135.98,3156.31229,2025-03-07 13:59:59.999,283232866.7079121,473364,1522.09033,136601220.1204712,0
2025-03-07 14:00:00,89135.99,91100.0,88655.34,90440.74,3357.70486,2025-03-07 14:59:59.999,302266775.7258498,597920,1787.70813,160991033.6008543,0
2025-03-07 15:00:00,90440.74,90787.53,88022.47,88457.99,4428.55225,2025-03-07 15:59:59.999,394792660.4614263,703609,2129.01593,189788825.7556533,0
2025-03-07 16:00:00,88457.99,88983.33,86623.43,87237.37,4416.63143,2025-03-07 16:59:59.999,387155468.8156983,713183,2086.11986,182894773.1696699,0
2025-03-07 17:00:00,87237.36,88636.36,86554.77,87685.99,3478.29411,2025-03-07 17:59:59.999,304045133.585147,506209,2059.28879,179980707.0418093,0
2025-03-07 18:00:00,87685.99,89023.41,87507.35,88589.33,1975.64801,2025-03-07 18:59:59.999,174368961.2311678,447622,1014.15779,89498022.6922905,0
2025-03-07 19:00:00,88589.33,88911.51,87315.94,87820.1,1543.74974,2025-03-07 19:59:59.999,136132400.0598257,367172,705.4458,62197867.6273687,0
2025-03-07 20:00:00,87820.09,88511.0,86544.27,86987.72,2594.08291,2025-03-07 20:59:59.999,227004545.2991924,487929,1243.81822,108880745.2931386,0
2025-03-07 21:00:00,86986.73,87373.13,85573.07,86314.63,3337.15538,2025-03-07 21:59:59.999,288290279.0463078,524070,1498.97265,129515806.1672873,0
2025-03-07 22:00:00,86314.64,86845.67,85600.37,86745.15,1305.83593,2025-03-07 22:59:59.999,112522906.0577834,267083,623.18094,53707651.3256771,0
2025-03-07 23:00:00,86745.14,86836.0,85976.0,86801.75,982.65544,2025-03-07 23:59:59.999,84920889.9690574,193431,404.97944,35006865.3461201,0
2025-03-08 00:00:00,86801.74,86897.25,86538.59,86726.8,774.07981,2025-03-08 00:59:59.999,67120644.47635,151674,407.18646,35305763.9024143,0
2025-03-08 01:00:00,86726.79,86761.5,85218.47,86105.99,1381.62062,2025-03-08 01:59:59.999,118627462.7241604,227574,598.80749,51411486.0609294,0
2025-03-08 02:00:00,86105.99,86341.13,85943.25,86180.19,717.50376,2025-03-08 02:59:59.999,61815134.1332877,154164,355.07732,30595713.3071903,0
2025-03-08 03:00:00,86180.19,86183.83,85456.0,85919.12,557.03426,2025-03-08 03:59:59.999,47817690.0526191,129850,241.34356,20718041.4778172,0
2025-03-08 04:00:00,85919.12,86500.0,85653.66,86444.53,642.75837,2025-03-08 04:59:59.999,55411721.4002724,121722,394.99267,34061678.9016365,0
2025-03-08 05:00:00,86444.52,86462.7,86019.11,86279.12,302.64705,2025-03-08 05:59:59.999,26092161.3639078,80421,153.90583,13267906.8581002,0
2025-03-08 06:00:00,86279.13,86662.0,86270.0,86465.0,565.6798,2025-03-08 06:59:59.999,48908098.7887937,96528,315.94416,27316399.6949234,0
2025-03-08 07:00:00,86464.99,86535.18,86106.37,86197.14,460.04445,2025-03-08 07:59:59.999,39737575.2461046,74546,225.72563,19497125.942857,0
2025-03-08 08:00:00,86197.14,86326.26,86040.01,86071.57,448.83906,2025-03-08 08:59:59.999,38665843.6222905,96053,218.25708,18803251.0128505,0
2025-03-08 09:00:00,86071.57,86450.01,85828.2,85943.28,494.55943,2025-03-08 09:59:59.999,42621850.9229187,101697,220.26578,18988204.7508335,0
2025-03-08 10:00:00,85943.29,86264.0,85943.28,86123.19,371.08485,2025-03-08 10:59:59.999,31962238.2746874,76603,177.52857,15292078.8393842,0
2025-03-08 11:00:00,86123.2,86132.78,85762.72,85955.88,460.84829,2025-03-08 11:59:59.999,39581167.3222189,118431,175.6803,15086464.7621499,0
2025-03-08 12:00:00,85955.89,86411.17,85808.82,86209.72,649.57361,2025-03-08 12:59:59.999,55952119.8818714,130073,341.65017,29437648.2699458,0
2025-03-08 13:00:00,86209.72,86537.84,86128.72,86327.96,826.86145,2025-03-08 13:59:59.999,71384518.7871597,128834,452.8805,39102361.0885939,0
2025-03-08 14:00:00,86327.96,86626.32,86205.33,86361.69,503.84305,2025-03-08 14:59:59.999,43533346.387379,98578,232.8068,20117037.6883141,0
2025-03-08 15:00:00,86361.68,86627.51,86200.0,86400.0,466.88681,2025-03-08 15:59:59.999,40354777.5875262,87146,283.53905,24507948.7797391,0
2025-03-08 16:00:00,86400.0,86450.97,85818.7,86148.09,581.9076,2025-03-08 16:59:59.999,50096925.8071331,121313,233.22973,20084223.4608447,0
2025-03-08 17:00:00,86148.1,86155.89,85661.76,85943.08,836.73089,2025-03-08 17:59:59.999,71870079.9305891,171800,383.37664,32935908.0232767,0
2025-03-08 18:00:00,85943.07,86084.45,85869.44,86044.02,215.55897,2025-03-08 18:59:59.999,18541618.7772039,60751,123.73614,10643376.4985684,0
2025-03-08 19:00:00,86044.02,86500.0,85800.0,86233.52,587.19603,2025-03-08 19:59:59.999,50635212.6098984,105995,307.74611,26539562.1937393,0
2025-03-08 20:00:00,86233.52,86368.59,86185.0,86281.39,192.8745,2025-03-08 20:59:59.999,16641067.2401236,48832,120.22372,10372791.8005828,0
2025-03-08 21:00:00,86281.4,86500.0,86200.0,86228.16,219.78668,2025-03-08 21:59:59.999,18981308.7903978,39854,133.65001,11542704.9851436,0
2025-03-08 22:00:00,86228.17,86382.58,85852.12,86350.0,400.87514,2025-03-08 22:59:59.999,34505242.3064171,64050,203.78319,17544072.3465065,0
2025-03-08 23:00:00,86350.01,86400.0,86066.17,86222.45,330.43606,2025-03-08 23:59:59.999,28501162.218695,67485,190.2289,16409840.7007329,0
2025-03-09 00:00:00,86222.46,86463.0,86116.6,86416.12,350.50278,2025-03-09 00:59:59.999,30265696.6694791,56890,216.11178,18663008.4676159,0
2025-03-09 01:00:00,86416.11,86500.0,86098.33,86198.39,257.53715,2025-03-09 01:59:59.999,22229592.3216492,83849,116.79728,10081169.6065511,0
2025-03-09 02:00:00,86198.39,86276.42,86001.48,86003.33,283.22646,2025-03-09 02:59:59.999,24402217.6809547,75435,130.51258,11246621.7046987,0
2025-03-09 03:00:00,86003.32,86217.45,85939.85,86115.71,332.21281,2025-03-09 03:59:59.999,28596068.1916571,97333,151.1259,13011001.7384818,0
2025-03-09 04:00:00,86115.71,86125.27,85942.0,86053.74,291.30421,2025-03-09 04:59:59.999,25059342.7786727,62241,134.77016,11593949.6971424,0
2025-03-09 05:00:00,86053.74,86158.83,85976.02,86034.01,217.69929,2025-03-09 05:59:59.999,18732587.9651551,63676,110.00946,9465565.3788875,0
2025-03-09 06:00:00,86034.0,86048.0,85809.48,85910.0,409.14686,2025-03-09 06:59:59.999,35157072.5580376,82466,165.08351,14187781.0591037,0
2025-03-09 07:00:00,85910.0,86156.17,85846.91,86004.61,457.17501,2025-03-09 07:59:59.999,39323716.171902,67661,151.29529,13011096.2021057,0
2025-03-09 08:00:00,86004.61,86098.0,85777.0,85792.0,297.44422,2025-03-09 08:59:59.999,25558011.9346058,61031,168.97789,14520552.9577837,0
2025-03-09 09:00:00,85792.0,85891.64,85382.39,85564.0,471.15347,2025-03-09 09:59:59.999,40378118.9004129,88811,147.6067,12650530.4706141,0
2025-03-09 10:00:00,85564.0,85620.0,84708.01,84844.1,1265.34082,2025-03-09 10:59:59.999,107739339.9053163,213242,447.34963,38093672.8789481,0
2025-03-09 11:00:00,84844.11,85098.38,84625.01,85024.01,949.54327,2025-03-09 11:59:59.999,80596032.600543,203491,451.93373,38366980.7911808,0
2025-03-09 12:00:00,85024.0,85058.34,84240.36,84599.99,1390.32594,2025-03-09 12:59:59.999,117506804.2744213,218178,643.83822,54418618.384015,0
2025-03-09 13:00:00,84600.0,84700.0,83483.13,83489.95,1412.09732,2025-03-09 13:59:59.999,118752181.8445797,233416,567.29083,47722773.403968,0
2025-03-09 14:00:00,83489.96,83817.25,83000.0,83602.57,1909.96106,2025-03-09 14:59:59.999,159318171.6755312,396975,994.62586,82985701.4755919,0
2025-03-09 15:00:00,83602.58,83768.34,82711.5,83080.41,2011.81321,2025-03-09 15:59:59.999,167492449.2008877,285896,908.37287,75659206.0120977,0
2025-03-09 16:00:00,83080.4,83758.22,82327.59,82496.01,2326.08392,2025-03-09 16:59:59.999,192943800.7874456,470033,1101.11299,91363744.7907297,0
2025-03-09 17:00:00,82496.01,82944.0,82223.0,82366.0,1427.44276,2025-03-09 17:59:59.999,117751552.6895977,408915,691.40946,57036857.0857229,0
2025-03-09 18:00:00,82365.99,83340.58,82264.0,82670.0,1491.41884,2025-03-09 18:59:59.999,123484569.0335379,476667,770.27318,63786847.764453,0
2025-03-09 19:00:00,82670.0,82988.11,82336.36,82640.86,1010.21232,2025-03-09 19:59:59.999,83484706.6435482,269836,527.34736,43585329.9855428,0
2025-03-09 20:00:00,82640.86,83539.66,82615.38,83083.15,858.57068,2025-03-09 20:59:59.999,71379742.1065541,184317,495.70996,41210476.3445862,0
2025-03-09 21:00:00,83083.16,83090.02,81555.0,81845.11,1681.2986,2025-03-09 21:59:59.999,138121112.1789719,294228,677.15527,55632035.2285524,0
2025-03-09 22:00:00,81845.12,82066.23,80202.53,80358.19,2498.36258,2025-03-09 22:59:59.999,202693219.7299067,396693,1068.47698,86753734.9619733,0
2025-03-09 23:00:00,80358.18,81042.41,80000.0,80734.37,2515.51987,2025-03-09 23:59:59.999,202586552.6111118,397858,1256.68543,101252436.3200664,0
2025-03-10 00:00:00,80734.48,81500.0,80037.62,81292.0,2119.91701,2025-03-10 00:59:59.999,171259461.1589301,475003,1094.27933,88438864.9059735,0
