datetime,open,high,low,close
2025-03-25 04:00:00,573.64,573.66,573.36,573.49
2025-03-25 04:01:00,573.49,573.53,573.44,573.45
2025-03-25 04:02:00,573.45,573.55,573.44,573.52
2025-03-25 04:03:00,573.56,573.56,573.49,573.54
2025-03-25 04:04:00,573.54,573.56,573.44,573.52
2025-03-25 04:05:00,573.52,573.6,573.35,573.35
2025-03-25 04:06:00,573.38,573.5,573.32,573.49
2025-03-25 04:07:00,573.49,573.5,573.26,573.3
2025-03-25 04:08:00,573.3,573.31,573.25,573.31
2025-03-25 04:09:00,573.31,573.38,573.31,573.35
2025-03-25 04:10:00,573.35,573.46,573.32,573.46
2025-03-25 04:11:00,573.46,573.46,573.25,573.3
2025-03-25 04:12:00,573.3,573.32,573.26,573.32
2025-03-25 04:13:00,573.32,573.44,573.32,573.32
2025-03-25 04:14:00,573.32,573.32,573.26,573.28
2025-03-25 04:15:00,573.23,573.23,572.98,573.02
2025-03-25 04:16:00,573.02,573.16,572.99,573.01
2025-03-25 04:17:00,573.0,573.05,572.93,572.99
2025-03-25 04:18:00,572.98,573.2,572.98,573.06
2025-03-25 04:19:00,573.06,573.06,572.91,572.92
2025-03-25 04:20:00,572.95,573.13,572.95,573.09
2025-03-25 04:21:00,573.05,573.14,573.05,573.1
2025-03-25 04:22:00,573.1,573.19,573.01,573.01
2025-03-25 04:23:00,573.05,573.25,573.05,573.25
2025-03-25 04:24:00,573.25,573.3,573.17,573.28
2025-03-25 04:25:00,573.28,573.32,573.22,573.22
2025-03-25 04:26:00,573.22,573.22,573.11,573.2
2025-03-25 04:27:00,573.21,573.22,573.19,573.19
2025-03-25 04:28:00,573.19,573.28,573.19,573.2
2025-03-25 04:29:00,573.2,573.2,573.1,573.18
2025-03-25 04:30:00,573.18,573.18,573.0,573.12
2025-03-25 04:31:00,573.12,573.17,573.07,573.13
2025-03-25 04:32:00,573.18,573.22,573.07,573.1
2025-03-25 04:33:00,573.1,573.11,573.07,573.11
2025-03-25 04:34:00,573.11,573.11,573.07,573.1
2025-03-25 04:35:00,573.1,573.16,573.1,573.14
2025-03-25 04:36:00,573.14,573.36,573.14,573.31
2025-03-25 04:37:00,573.31,573.31,573.24,573.24
2025-03-25 04:38:00,573.24,573.33,573.24,573.32
2025-03-25 04:39:00,573.34,573.37,573.27,573.36
2025-03-25 04:40:00,573.36,573.36,573.19,573.21
2025-03-25 04:41:00,573.21,573.32,573.21,573.3
2025-03-25 04:42:00,573.3,573.35,573.23,573.23
2025-03-25 04:43:00,573.23,573.26,573.23,573.26
2025-03-25 04:44:00,573.26,573.29,573.2,573.29
2025-03-25 04:45:00,573.29,573.29,573.24,573.28
2025-03-25 04:46:00,573.28,573.33,573.24,573.27
2025-03-25 04:47:00,573.27,573.35,573.23,573.35
2025-03-25 04:48:00,573.35,573.38,573.33,573.33
2025-03-25 04:49:00,573.33,573.38,573.33,573.36
2025-03-25 04:50:00,573.36,573.45,573.35,573.43
2025-03-25 04:51:00,573.43,573.52,573.43,573.48
2025-03-25 04:52:00,573.48,573.48,573.39,573.39
2025-03-25 04:53:00,573.4,573.48,573.39,573.47
2025-03-25 04:54:00,573.47,573.47,573.4,573.47
2025-03-25 04:55:00,573.47,573.47,573.44,573.44
2025-03-25 04:56:00,573.44,573.44,573.35,573.35
2025-03-25 04:57:00,573.35,573.39,573.26,573.27
2025-03-25 04:58:00,573.27,573.27,573.22,573.22
2025-03-25 04:59:00,573.22,573.22,573.22,573.22
2025-03-25 05:00:00,573.22,573.22,573.12,573.19
2025-03-25 05:01:00,573.19,573.22,573.16,573.22
2025-03-25 05:02:00,573.22,573.28,573.19,573.28
2025-03-25 05:03:00,573.28,573.29,573.21,573.21
2025-03-25 05:04:00,573.21,573.26,573.21,573.26
2025-03-25 05:05:00,573.26,573.31,573.23,573.27
2025-03-25 05:06:00,573.27,573.33,573.27,573.3
2025-03-25 05:07:00,573.3,573.4,573.3,573.31
2025-03-25 05:08:00,573.31,573.31,573.06,573.06
2025-03-25 05:09:00,573.06,573.09,572.95,572.95
2025-03-25 05:10:00,572.99,573.13,572.95,573.13
2025-03-25 05:11:00,573.13,573.14,573.13,573.13
2025-03-25 05:12:00,573.14,573.15,573.05,573.05
2025-03-25 05:13:00,573.06,573.13,573.05,573.1
2025-03-25 05:14:00,573.1,573.13,573.1,573.11
2025-03-25 05:15:00,573.11,573.11,573.1,573.1
2025-03-25 05:16:00,573.18,573.2,573.1,573.1
2025-03-25 05:17:00,573.1,573.13,573.09,573.09
2025-03-25 05:18:00,573.09,573.18,573.09,573.11
2025-03-25 05:19:00,573.12,573.21,573.11,573.17
2025-03-25 05:20:00,573.17,573.17,573.12,573.14
