datetime,open,high,low,close,volume
2025-09-30 08:26:00,352.69,352.69,352.67,352.68,1303.0
2025-09-30 08:28:00,352.5,352.5,352.05,352.05,1542.0
2025-09-30 08:30:00,351.74,351.75,351.54,351.55,1576.0
2025-09-30 08:32:00,351.38,351.59,351.0,351.03,6183.0
2025-09-30 08:34:00,351.14,351.45,350.92,351.32,6114.0
2025-09-30 08:36:00,351.3,351.3,350.71,350.72,1845.0
2025-09-30 08:38:00,350.75,350.75,350.5,350.5,2820.0
2025-09-30 08:40:00,350.7,350.79,350.67,350.77,2022.0
2025-09-30 08:42:00,351.02,351.11,350.97,351.11,2030.0
2025-09-30 08:44:00,351.1,351.22,351.08,351.22,2048.0
2025-09-30 08:46:00,351.4,351.61,351.4,351.61,2618.0
2025-09-30 08:48:00,351.5,351.64,351.5,351.64,1217.0
2025-09-30 08:50:00,351.5,351.51,351.5,351.5,500.0
2025-09-30 08:52:00,351.57,351.57,351.2,351.2,665.0
2025-09-30 08:54:00,351.23,351.29,351.23,351.29,1210.0
2025-09-30 08:56:00,351.47,351.47,351.47,351.47,295.0
2025-09-30 08:58:00,351.4,351.4,351.4,351.4,150.0
2025-09-30 09:00:00,351.26,351.65,351.26,351.57,2161.0
2025-09-30 09:02:00,351.5,351.58,351.5,351.58,1200.0
2025-09-30 09:04:00,351.5,351.5,351.35,351.35,1657.0
2025-09-30 09:06:00,351.1,351.1,351.1,351.1,359.0
2025-09-30 09:10:00,350.81,350.81,350.74,350.75,993.0
2025-09-30 09:12:00,350.31,350.31,349.6,349.66,6740.0
2025-09-30 09:14:00,349.67,350.05,349.5,350.05,2376.0
2025-09-30 09:16:00,350.16,350.26,350.16,350.2,3937.0
2025-09-30 09:20:00,350.06,350.07,349.95,349.95,600.0
2025-09-30 09:22:00,349.93,349.95,349.86,349.95,820.0
2025-09-30 09:24:00,349.84,349.86,349.72,349.85,1123.0
2025-09-30 09:26:00,349.8,349.88,349.8,349.88,300.0
2025-09-30 09:28:00,349.82,350.05,349.82,350.05,301.0
2025-09-30 09:30:00,350.27,350.27,350.27,350.27,200.0
2025-09-30 09:32:00,350.18,350.18,350.18,350.18,500.0
2025-09-30 09:38:00,349.85,349.85,349.85,349.85,180.0
2025-09-30 09:40:00,349.87,349.87,349.87,349.87,200.0
2025-09-30 09:42:00,349.98,349.98,349.98,349.98,182.0
2025-09-30 09:46:00,349.51,349.51,349.12,349.12,1343.0
2025-09-30 09:48:00,349.27,349.37,349.27,349.37,400.0
2025-09-30 09:50:00,349.46,349.6,349.45,349.6,1170.0
2025-09-30 09:52:00,349.83,349.83,349.83,349.83,200.0
2025-09-30 09:54:00,349.58,349.58,349.5,349.5,415.0
2025-09-30 09:56:00,349.52,349.52,349.52,349.52,120.0
2025-09-30 09:58:00,349.7,349.7,349.64,349.65,600.0
2025-09-30 10:00:00,349.65,349.65,349.65,349.65,307.0
2025-09-30 10:02:00,349.82,349.82,349.82,349.82,100.0
2025-09-30 10:04:00,349.93,350.11,349.93,350.11,1719.0
2025-09-30 10:06:00,350.3,350.3,350.24,350.24,1157.0
2025-09-30 10:08:00,350.21,350.21,350.16,350.16,300.0
2025-09-30 10:10:00,350.19,350.19,350.19,350.19,253.0
2025-09-30 10:14:00,350.07,350.17,350.07,350.17,1000.0
2025-09-30 10:18:00,350.15,350.17,350.15,350.17,454.0
2025-09-30 10:20:00,350.47,350.47,350.47,350.47,145.0
2025-09-30 10:22:00,350.55,350.55,350.53,350.53,1216.0
2025-09-30 10:24:00,350.49,350.52,350.4,350.4,1303.0
2025-09-30 10:26:00,350.25,350.25,350.11,350.11,8903.0
2025-09-30 10:28:00,350.07,350.09,350.07,350.08,500.0
2025-09-30 10:36:00,350.28,350.65,350.23,350.65,874.0
2025-09-30 10:38:00,350.54,350.58,350.54,350.58,1128.0
2025-09-30 10:40:00,350.5,350.62,350.5,350.58,800.0
2025-09-30 10:42:00,350.69,350.69,350.69,350.69,200.0
2025-09-30 10:44:00,350.63,350.63,350.63,350.63,2002.0
2025-09-30 10:48:00,350.9,350.9,350.9,350.9,200.0
2025-09-30 10:50:00,351.0,351.0,351.0,351.0,1400.0
2025-09-30 10:54:00,351.06,351.06,351.0,351.0,1050.0
2025-09-30 10:58:00,351.03,351.03,350.9,350.9,495.0
2025-09-30 11:00:00,350.9,350.9,350.83,350.9,2206.0
2025-09-30 11:02:00,350.95,350.95,350.9,350.9,1130.0
2025-09-30 11:04:00,350.8,350.97,350.75,350.9,2450.0
2025-09-30 11:06:00,350.9,350.9,350.64,350.74,4479.0
2025-09-30 11:08:00,350.73,350.73,350.68,350.68,700.0
2025-09-30 11:10:00,350.6,350.66,350.39,350.5,4464.0
2025-09-30 11:12:00,350.4,350.4,350.4,350.4,150.0
2025-09-30 11:14:00,350.44,350.5,350.25,350.25,2214.0
2025-09-30 11:16:00,350.3,350.3,350.22,350.22,1464.0
2025-09-30 11:18:00,350.32,350.32,350.32,350.32,177.0
2025-09-30 11:24:00,350.5,350.5,350.5,350.5,340.0
2025-09-30 11:26:00,350.66,350.66,350.6,350.6,3700.0
2025-09-30 11:28:00,350.7,350.7,350.7,350.7,2000.0
2025-09-30 11:30:00,350.59,350.61,350.59,350.59,3269.0
2025-09-30 11:34:00,351.3,351.3,351.3,351.3,400.0
2025-09-30 11:36:00,351.3,351.3,351.1,351.1,1209.0
