datetime,open,high,low,close
2025-04-02 09:00:00,556.14,556.18,556.14,556.14
2025-04-02 09:00:04,556.17,556.17,555.84,555.9798
2025-04-02 09:00:08,555.985,555.985,555.86,555.86
2025-04-02 09:00:12,555.87,555.87,555.825,555.85
2025-04-02 09:00:16,555.85,555.85,555.67,555.67
2025-04-02 09:00:20,555.75,555.83,555.71,555.71
2025-04-02 09:00:24,555.63,555.76,555.63,555.76
2025-04-02 09:00:28,555.8,555.8,555.7,555.7
2025-04-02 09:00:32,555.7496,555.75,555.73,555.75
2025-04-02 09:00:36,555.78,555.78,555.67,555.7
2025-04-02 09:00:40,555.695,555.74,555.675,555.7
2025-04-02 09:00:44,555.67,555.72,555.67,555.72
2025-04-02 09:00:48,555.67,555.71,555.65,555.68
2025-04-02 09:00:52,555.75,555.8,555.73,555.8
2025-04-02 09:00:56,555.7517,555.92,555.742,555.92
2025-04-02 09:01:00,555.87,555.92,555.85,555.86
2025-04-02 09:01:04,555.87,555.94,555.87,555.94
2025-04-02 09:01:08,555.94,556.06,555.92,556.025
2025-04-02 09:01:12,556.06,556.12,556.06,556.09
2025-04-02 09:01:16,556.08,556.08,555.97,555.97
2025-04-02 09:01:20,555.97,556.009,555.97,556.0
2025-04-02 09:01:24,556.009,556.009,556.0,556.0
2025-04-02 09:01:28,556.04,556.04,555.96,555.96
2025-04-02 09:01:32,555.95,556.0,555.95,555.96
2025-04-02 09:01:36,555.9,555.9,555.78,555.8
2025-04-02 09:01:40,555.8,555.9,555.78,555.9
2025-04-02 09:01:44,555.97,555.97,555.9412,555.97
2025-04-02 09:01:48,556.0,556.0,555.915,555.915
2025-04-02 09:01:52,555.915,555.915,555.8,555.8
2025-04-02 09:01:56,555.8,555.8699,555.8,555.8699
2025-04-02 09:02:00,555.8699,555.8699,555.77,555.77
2025-04-02 09:02:04,555.78,555.8,555.72,555.75
2025-04-02 09:02:08,555.75,555.88,555.7402,555.88
2025-04-02 09:02:12,555.97,555.97,555.9103,555.9103
2025-04-02 09:02:16,555.9103,555.935,555.9103,555.935
2025-04-02 09:02:20,555.92,555.99,555.91,555.96
2025-04-02 09:02:24,555.965,555.965,555.965,555.965
2025-04-02 09:02:28,555.9882,555.9882,555.92,555.92
2025-04-02 09:02:32,555.96,555.96,555.915,555.92
2025-04-02 09:02:36,555.87,555.93,555.87,555.93
2025-04-02 09:02:40,555.87,555.87,555.73,555.75
2025-04-02 09:02:44,555.75,555.82,555.75,555.7809
2025-04-02 09:02:48,555.82,555.87,555.81,555.81
2025-04-02 09:02:52,555.82,555.85,555.82,555.85
2025-04-02 09:02:56,555.77,555.78,555.72,555.72
2025-04-02 09:03:00,555.72,555.76,555.68,555.7
2025-04-02 09:03:04,555.72,555.72,555.63,555.67
2025-04-02 09:03:08,555.67,555.67,555.53,555.55
2025-04-02 09:03:12,555.58,555.58,555.52,555.55
2025-04-02 09:03:16,555.58,555.62,555.55,555.62
2025-04-02 09:03:20,555.6,555.62,555.6,555.6
2025-04-02 09:03:24,555.6,555.62,555.59,555.59
2025-04-02 09:03:28,555.605,555.6292,555.58,555.6292
2025-04-02 09:03:32,555.6,555.6,555.5799,555.58
2025-04-02 09:03:36,555.5801,555.6,555.45,555.45
2025-04-02 09:03:40,555.48,555.5,555.48,555.5
2025-04-02 09:03:44,555.53,555.56,555.53,555.56
2025-04-02 09:03:48,555.56,555.56,555.5,555.5
2025-04-02 09:03:52,555.5,555.55,555.5,555.53
2025-04-02 09:03:56,555.49,555.51,555.45,555.51
2025-04-02 09:04:00,555.55,555.65,555.535,555.64
2025-04-02 09:04:04,555.67,555.68,555.67,555.68
2025-04-02 09:04:08,555.68,555.68,555.65,555.65
2025-04-02 09:04:12,555.63,555.63,555.57,555.57
2025-04-02 09:04:16,555.57,555.645,555.53,555.53
2025-04-02 09:04:20,555.55,555.58,555.52,555.54
2025-04-02 09:04:24,555.55,555.58,555.53,555.53
2025-04-02 09:04:28,555.53,555.53,555.47,555.51
2025-04-02 09:04:32,555.45,555.48,555.44,555.45
2025-04-02 09:04:36,555.5,555.56,555.5,555.54
2025-04-02 09:04:40,555.58,555.59,555.56,555.57
2025-04-02 09:04:44,555.565,555.59,555.565,555.59
2025-04-02 09:04:48,555.58,555.6,555.58,555.58
2025-04-02 09:04:52,555.57,555.64,555.57,555.64
2025-04-02 09:04:56,555.595,555.595,555.57,555.57
2025-04-02 09:05:00,555.57,555.6093,555.57,555.5999
2025-04-02 09:05:04,555.61,555.6298,555.61,555.62
2025-04-02 09:05:08,555.62,555.6285,555.62,555.6285
2025-04-02 09:05:12,555.6,555.6,555.6,555.6
2025-04-02 09:05:16,555.6,555.6,555.6,555.6
2025-04-02 09:05:20,555.64,555.7,555.64,555.7
2025-04-02 09:05:24,555.7,555.72,555.7,555.72
2025-04-02 09:05:28,555.72,555.7485,555.72,555.7485
2025-04-02 09:05:32,555.7485,555.7485,555.66,555.66
2025-04-02 09:05:36,555.66,555.77,555.63,555.77
2025-04-02 09:05:40,555.8,555.82,555.79,555.79
2025-04-02 09:05:44,555.82,555.82,555.79,555.81
2025-04-02 09:05:48,555.81,555.9,555.81,555.9
2025-04-02 09:05:52,555.91,555.96,555.89,555.89
2025-04-02 09:05:56,555.89,555.89,555.89,555.89
2025-04-02 09:06:00,555.89,555.92,555.89,555.9
2025-04-02 09:06:04,555.9,555.92,555.89,555.92
2025-04-02 09:06:08,555.92,555.92,555.85,555.85
2025-04-02 09:06:12,555.89,555.895,555.8102,555.8102
2025-04-02 09:06:16,555.85,555.85,555.8,555.8
2025-04-02 09:06:20,555.77,555.77,555.75,555.76
2025-04-02 09:06:24,555.72,555.78,555.69,555.75
2025-04-02 09:06:28,555.8,555.825,555.8,555.825
2025-04-02 09:06:32,555.85,555.85,555.815,555.815
2025-04-02 09:06:36,555.815,555.815,555.77,555.77
2025-04-02 09:06:40,555.8191,555.83,555.8,555.8
2025-04-02 09:06:44,555.8,555.8,555.8,555.8
2025-04-02 09:06:48,555.8,555.8,555.75,555.77
2025-04-02 09:06:52,555.77,555.8,555.75,555.8
2025-04-02 09:06:56,555.8,555.8,555.79,555.8
2025-04-02 09:07:00,555.8,555.8,555.7512,555.7512
2025-04-02 09:07:04,555.77,555.77,555.72,555.72
2025-04-02 09:07:08,555.72,555.7599,555.72,555.7599
2025-04-02 09:07:12,555.72,555.7891,555.71,555.75
2025-04-02 09:07:16,555.75,555.8,555.75,555.7811
2025-04-02 09:07:20,555.85,555.93,555.85,555.93
2025-04-02 09:07:24,555.92,555.93,555.88,555.93
2025-04-02 09:07:28,555.9,555.93,555.9,555.93
2025-04-02 09:07:32,555.93,556.0,555.93,556.0
2025-04-02 09:07:36,555.95,556.0682,555.95,556.0682
2025-04-02 09:07:40,556.0682,556.22,556.0682,556.07
2025-04-02 09:07:44,556.15,556.22,556.07,556.11
2025-04-02 09:07:48,556.09,556.15,556.0701,556.13
2025-04-02 09:07:52,556.0701,556.15,556.0701,556.09
